LibSize,x:y,y:x,pair_name,E
10,0.12665283751272502,0.09355392644164608,ssm_ndvi,2
20,0.1810703059410048,0.13219676789402607,ssm_ndvi,2
30,0.2249451492195526,0.14036802097960557,ssm_ndvi,2
40,0.2431163747323101,0.16884995554541793,ssm_ndvi,2
50,0.25659521943903757,0.17571160580788242,ssm_ndvi,2
60,0.25745643926984324,0.17590479650180485,ssm_ndvi,2
70,0.27044971433384885,0.18283135860231256,ssm_ndvi,2
80,0.27950079945568485,0.19430110361439096,ssm_ndvi,2
90,0.289689188907993,0.20429626167555093,ssm_ndvi,2
100,0.29747153190399234,0.21601125543725078,ssm_ndvi,2
110,0.2907204470766992,0.2186992216481497,ssm_ndvi,2
120,0.2974093050662267,0.21928351534865523,ssm_ndvi,2
130,0.3063641913676686,0.22120552119248157,ssm_ndvi,2
140,0.3000575945241347,0.22468657950934834,ssm_ndvi,2
150,0.3050858195871761,0.222586400424348,ssm_ndvi,2
10,0.1564316027365437,0.09306033056762829,ssm_ndvi,3
20,0.20620576962750983,0.12385958571269025,ssm_ndvi,3
30,0.2586706743670467,0.14372189401183172,ssm_ndvi,3
40,0.29388703634971447,0.17596331657957623,ssm_ndvi,3
50,0.3113243164832394,0.18209062683808888,ssm_ndvi,3
60,0.31600203024634843,0.1925146169053067,ssm_ndvi,3
70,0.3405879880253966,0.20027987864787622,ssm_ndvi,3
80,0.3507478068189566,0.21839789051173178,ssm_ndvi,3
90,0.3621570613034719,0.22114693360850457,ssm_ndvi,3
100,0.36881617354197965,0.23882822710372395,ssm_ndvi,3
110,0.3679285495696991,0.24956515535701804,ssm_ndvi,3
120,0.3795993577000275,0.24447342103953484,ssm_ndvi,3
130,0.3870328010996761,0.24373873125017465,ssm_ndvi,3
140,0.376912696346396,0.2533714069214367,ssm_ndvi,3
150,0.3838578741048094,0.25524606116064447,ssm_ndvi,3
10,0.16509346194257052,0.08856403513236616,ssm_ndvi,4
20,0.22136530890933226,0.12703154754541907,ssm_ndvi,4
30,0.2771814801197796,0.14607411337708964,ssm_ndvi,4
40,0.3128138646317718,0.17796812580450416,ssm_ndvi,4
50,0.3290767503972754,0.18330015833785535,ssm_ndvi,4
60,0.34382743591084586,0.19906965663354068,ssm_ndvi,4
70,0.3678835820258727,0.20664699141200787,ssm_ndvi,4
80,0.38166738183210136,0.22557873976630471,ssm_ndvi,4
90,0.38779302614337274,0.22460909172533397,ssm_ndvi,4
100,0.40200095254180257,0.24186384242905706,ssm_ndvi,4
110,0.4076865805936489,0.25438208023066555,ssm_ndvi,4
120,0.4147225872149473,0.2524346109825627,ssm_ndvi,4
130,0.42495939317066633,0.24987366737334216,ssm_ndvi,4
140,0.41946718857669685,0.2642799887615149,ssm_ndvi,4
150,0.4270149588222665,0.2655666373612719,ssm_ndvi,4
10,0.17960560498023653,0.08291052094289221,ssm_ndvi,5
20,0.2330705251799889,0.13098782153779628,ssm_ndvi,5
30,0.2938153105436357,0.15328373996581018,ssm_ndvi,5
40,0.32314560038886475,0.1832676289616086,ssm_ndvi,5
50,0.3462736359921356,0.20008713643615228,ssm_ndvi,5
60,0.36973494909907123,0.2153093059542026,ssm_ndvi,5
70,0.3806249306022942,0.22195966066152717,ssm_ndvi,5
80,0.3948662427780747,0.23729860098671743,ssm_ndvi,5
90,0.4077852569251577,0.24105974955096815,ssm_ndvi,5
100,0.42047995923346576,0.2536206939843391,ssm_ndvi,5
110,0.430260131970766,0.270409810289638,ssm_ndvi,5
120,0.43613646516865223,0.26504912763909433,ssm_ndvi,5
130,0.44587419234292996,0.26648810317058275,ssm_ndvi,5
140,0.44294844637993563,0.27750661597249754,ssm_ndvi,5
150,0.4523934801281209,0.2835145361346868,ssm_ndvi,5
10,0.19010016400766439,0.08054158559001953,ssm_ndvi,6
20,0.2436047871140679,0.1318327567185471,ssm_ndvi,6
30,0.30377042881186395,0.1653617077385116,ssm_ndvi,6
40,0.32964573835946487,0.19154604448193344,ssm_ndvi,6
50,0.35672368729550125,0.2153398887333955,ssm_ndvi,6
60,0.37988815874447757,0.23337395633353544,ssm_ndvi,6
70,0.3871306768958048,0.23482763591473765,ssm_ndvi,6
80,0.40201464357717237,0.24996875533709514,ssm_ndvi,6
90,0.41489555872797146,0.2564656133940928,ssm_ndvi,6
100,0.4251574588759454,0.2698008879694131,ssm_ndvi,6
110,0.4374940587991054,0.2854773927086956,ssm_ndvi,6
120,0.4467897902700567,0.2854493196062223,ssm_ndvi,6
130,0.4552913418820805,0.2890980039889878,ssm_ndvi,6
140,0.4570278542681486,0.2926072923387063,ssm_ndvi,6
150,0.4645211018345649,0.298127689918866,ssm_ndvi,6
10,0.20795439557206233,0.0773987723014611,ssm_ndvi,7
20,0.2532124395806086,0.13461158190708794,ssm_ndvi,7
30,0.30283980721788567,0.1713213893068522,ssm_ndvi,7
40,0.33566471246426416,0.20783801189205037,ssm_ndvi,7
50,0.36251992662583904,0.22148026028773646,ssm_ndvi,7
60,0.3826911902452706,0.24405524638828133,ssm_ndvi,7
70,0.39140184768811387,0.24377478128650254,ssm_ndvi,7
80,0.402486834783711,0.2587443559112999,ssm_ndvi,7
90,0.41930821242341937,0.26473641593565067,ssm_ndvi,7
100,0.4273075184898047,0.28621568107234585,ssm_ndvi,7
110,0.4411143509686232,0.2908597074358264,ssm_ndvi,7
120,0.45500210670156815,0.29469462902882304,ssm_ndvi,7
130,0.460788984918108,0.2990223359225121,ssm_ndvi,7
140,0.46170555476349834,0.299583656960425,ssm_ndvi,7
150,0.4687869143851413,0.30443136176332897,ssm_ndvi,7
10,0.20986560479746433,0.08089584880423695,ssm_ndvi,8
20,0.2560722744263513,0.1485385053531625,ssm_ndvi,8
30,0.30664766495209916,0.18334157942325674,ssm_ndvi,8
40,0.3387086124255585,0.21710257096049612,ssm_ndvi,8
50,0.36943727133628934,0.23842667762183933,ssm_ndvi,8
60,0.3874192133250846,0.25320233234758505,ssm_ndvi,8
70,0.39859560400573657,0.2575955879939223,ssm_ndvi,8
80,0.4043856685123828,0.2707758012282843,ssm_ndvi,8
90,0.4225450571588074,0.27964760319285825,ssm_ndvi,8
100,0.4307407676764503,0.29902278826192163,ssm_ndvi,8
110,0.4456872824047267,0.2997419956392175,ssm_ndvi,8
120,0.4558965549888401,0.30870755997787086,ssm_ndvi,8
130,0.4661816061097683,0.3125297071808919,ssm_ndvi,8
140,0.4654534602265191,0.31499048280533115,ssm_ndvi,8
150,0.47250844302310563,0.3134534603236884,ssm_ndvi,8
