LibSize,x:y,y:x,pair_name,E
10,0.24602842851952034,0.2752984872011991,ssm_yield,2
20,0.26952155610261824,0.29456201067867044,ssm_yield,2
30,0.2839260353819868,0.30543091902550734,ssm_yield,2
40,0.2951603901968119,0.32078597097326655,ssm_yield,2
50,0.3032625011946068,0.31018979500743327,ssm_yield,2
60,0.2996540937534387,0.30586625474956475,ssm_yield,2
70,0.2971613367871364,0.2993576715232414,ssm_yield,2
80,0.3044091949055564,0.3051215759790351,ssm_yield,2
90,0.3117655594912513,0.3180880372371272,ssm_yield,2
100,0.3155406311277656,0.3063167216268424,ssm_yield,2
110,0.30658612045433187,0.30584225458314723,ssm_yield,2
120,0.31400732474896176,0.30958811036623907,ssm_yield,2
130,0.3157408190792,0.3131104106596375,ssm_yield,2
140,0.3201562356232883,0.3138958103299578,ssm_yield,2
150,0.3143343114738714,0.31077553530112195,ssm_yield,2
10,0.2857679459714087,0.31932362132706127,ssm_yield,3
20,0.299087104828497,0.323832698813671,ssm_yield,3
30,0.3383499990451402,0.3427011116473468,ssm_yield,3
40,0.3498164310298636,0.36580559088580566,ssm_yield,3
50,0.3539108603452622,0.35499598340836164,ssm_yield,3
60,0.35227939042216755,0.34598940079142815,ssm_yield,3
70,0.3577264263180563,0.3472013122882812,ssm_yield,3
80,0.3641753142779556,0.3489264756586601,ssm_yield,3
90,0.37230576584968256,0.3622618223452705,ssm_yield,3
100,0.38009950667612274,0.3490976812295418,ssm_yield,3
110,0.3715732071098122,0.35190949758160817,ssm_yield,3
120,0.38117814942594064,0.35776724541277277,ssm_yield,3
130,0.38571646987187463,0.3627875448189019,ssm_yield,3
140,0.38499480861356006,0.35873711641034317,ssm_yield,3
150,0.38413389498852557,0.357853496056588,ssm_yield,3
10,0.30813330634412056,0.33414041551146295,ssm_yield,4
20,0.3341532467586596,0.3508730115052412,ssm_yield,4
30,0.37051216474721466,0.3807443473062695,ssm_yield,4
40,0.3769566447477192,0.39472509406592526,ssm_yield,4
50,0.3885115947323435,0.3848713199092098,ssm_yield,4
60,0.39214366555308866,0.38087392657087416,ssm_yield,4
70,0.3952902100219444,0.3862003195482111,ssm_yield,4
80,0.40119151182298823,0.38340682806800436,ssm_yield,4
90,0.4097973996021031,0.3944702407657638,ssm_yield,4
100,0.4220790886861165,0.38820092394546746,ssm_yield,4
110,0.41935649511852935,0.38866164800271613,ssm_yield,4
120,0.42634266668924586,0.3931717968667986,ssm_yield,4
130,0.43578739092824015,0.40084518239340805,ssm_yield,4
140,0.4323696127200973,0.39381249268205865,ssm_yield,4
150,0.4416346804151571,0.39874775117755573,ssm_yield,4
10,0.3322731402565946,0.35000347115599484,ssm_yield,5
20,0.3544763335752957,0.37692036581053406,ssm_yield,5
30,0.39063621245319297,0.39856148753072673,ssm_yield,5
40,0.40578941289715353,0.41615555818325123,ssm_yield,5
50,0.4110077962732354,0.41382614388046507,ssm_yield,5
60,0.4167457071334381,0.4095593752888,ssm_yield,5
70,0.41890541541609705,0.4194963184475394,ssm_yield,5
80,0.4246003770439119,0.4132543629270887,ssm_yield,5
90,0.43753503877895983,0.4242915542102008,ssm_yield,5
100,0.4442265738527131,0.41908935815563664,ssm_yield,5
110,0.4452475914748612,0.4200947697816023,ssm_yield,5
120,0.4520354193474907,0.422199475644376,ssm_yield,5
130,0.45989200742573944,0.429446652076236,ssm_yield,5
140,0.4583579103083293,0.4263254668115363,ssm_yield,5
150,0.46503814014307776,0.4284756172338632,ssm_yield,5
10,0.34543118541662915,0.35612736811836443,ssm_yield,6
20,0.38262667712929566,0.3907407767690059,ssm_yield,6
30,0.42098031781357925,0.4089557123715493,ssm_yield,6
40,0.426497856412093,0.4321561199477819,ssm_yield,6
50,0.43443973174349076,0.4331192833425125,ssm_yield,6
60,0.4375558140276381,0.42963753833479523,ssm_yield,6
70,0.44519791373486256,0.43740856968824277,ssm_yield,6
80,0.44339332159970624,0.4327731137747422,ssm_yield,6
90,0.45714545518026867,0.44595452688102477,ssm_yield,6
100,0.46792803309814124,0.4447316268105604,ssm_yield,6
110,0.47010716991958107,0.44355075431958857,ssm_yield,6
120,0.4738598706049462,0.4450625982587713,ssm_yield,6
130,0.48216852321157505,0.4495993499211773,ssm_yield,6
140,0.48123890756303517,0.44731839703237414,ssm_yield,6
150,0.4883942848526508,0.4509284732452852,ssm_yield,6
10,0.34163821609004424,0.36767631444746773,ssm_yield,7
20,0.3887233390975626,0.40558055625839695,ssm_yield,7
30,0.4392772230252445,0.4213595889028487,ssm_yield,7
40,0.44436962760711024,0.44135428713645497,ssm_yield,7
50,0.44730638481903867,0.4407767668282122,ssm_yield,7
60,0.4522506413267506,0.44049040191268823,ssm_yield,7
70,0.46232268168280705,0.44957914024843393,ssm_yield,7
80,0.45963189849899627,0.4427240997527012,ssm_yield,7
90,0.4698084066174559,0.45387647596357134,ssm_yield,7
100,0.4785899002428034,0.4545535211059554,ssm_yield,7
110,0.4819214415703316,0.4537553957552779,ssm_yield,7
120,0.48681971557916426,0.4562414234089842,ssm_yield,7
130,0.49575026670214695,0.4589130198236125,ssm_yield,7
140,0.49288741518130696,0.45776084368494196,ssm_yield,7
150,0.5011349466701343,0.4600946694996445,ssm_yield,7
10,0.34542152034074486,0.39155565139582066,ssm_yield,8
20,0.40418324772286107,0.4043963574291879,ssm_yield,8
30,0.4486390224556879,0.4297529277692662,ssm_yield,8
40,0.4543916226771392,0.44835371749225245,ssm_yield,8
50,0.45742649767133287,0.4497266994566607,ssm_yield,8
60,0.46367977072566346,0.4476667289377094,ssm_yield,8
70,0.47166773559808234,0.453118840686664,ssm_yield,8
80,0.4758148247262126,0.4529138951266109,ssm_yield,8
90,0.4804745013079718,0.4596386085808024,ssm_yield,8
100,0.48356068780388206,0.4639858109381775,ssm_yield,8
110,0.488371647952332,0.461530460728963,ssm_yield,8
120,0.49573332489127414,0.46547211754433815,ssm_yield,8
130,0.501021882857938,0.4666813716985547,ssm_yield,8
140,0.5061767720687134,0.4676222250127058,ssm_yield,8
150,0.5127510551118427,0.47095957923669224,ssm_yield,8
