crop_name,country_code,adm_id,harvest_year,yield,production,harvest_area,avg_ssm,avg_rsm,avg_ndvi,avg_fpar,avg_tmin,avg_tmax,avg_tavg,avg_prec,sum_prec,avg_rad,avg_et0,avg_vpd,avg_cwb,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,yield_z,production_z,harvest_area_z,avg_ssm_z,avg_rsm_z,avg_ndvi_z,avg_fpar_z,avg_tmin_z,avg_tmax_z,avg_tavg_z,avg_prec_z,sum_prec_z,avg_rad_z,avg_et0_z,avg_vpd_z,avg_cwb_z
wheat,IN,IN-01-0051,2001,0.698,880.0,1260.0,,,0.3644523809523809,28.43877777777778,22.820246575342463,32.92942739726028,27.616769863013698,1.5456465753424655,564.161,19222478.387671232,5.392035616438356,30.79214520547945,-3.8463890410958905,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.23267484285979984,1.8433143209735374,2.2165928909060635,,,-1.4299476415055201,-1.7049691506299545,-0.5104978360706169,-0.9581533286282213,-0.5364518752515758,-0.7864221740648001,-0.7894983736032996,0.16332768205667378,0.254394241237728,-0.7990753497781306,-0.6913187331845589
wheat,IN,IN-01-0051,2002,1.0,1000.0,1000.0,,,0.3867441860465116,31.348916666666664,22.865920547945205,33.24095342465753,27.80475616438356,1.303027397260274,475.605,19738021.364383563,5.441342465753425,31.52639178082192,-4.13831506849315,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,0.3299971511308793,2.2429276275395327,1.4754929984851253,,,-0.39888295626097575,-0.2456128303583909,-0.3650017670014097,-0.1771510740721671,-0.0012813880137434953,-1.3610553735780175,-1.364387067503474,1.8872003075194863,0.6276404908920251,-0.22435849574256464,-1.2432567746946939
wheat,IN,IN-01-0051,2003,0.304,210.0,690.0,3.7715928143712576,277.46595508982034,0.3660909090909091,28.39777777777778,23.32477808219178,33.771509589041095,28.30970958904109,1.2173561643835615,444.335,19226729.97260274,5.597868493150685,33.52687945205479,-4.380512328767123,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.966756848264858,-0.38785997401993677,0.5918738959832378,-1.6100425281655837,-1.3423261817937906,-1.354160665427002,-1.72552954702876,1.0967052773220718,1.1529643067007433,1.4362497955733893,-1.5639640432195814,-1.5673859547415887,0.17754413191502563,1.8125215674741901,1.3414833066677985,-1.7011737432040661
wheat,IN,IN-01-0051,2004,0.231,90.0,390.0,3.7426557377049177,276.58408196721314,0.3676888888888889,29.201611111111117,22.55431147540984,32.92723224043716,27.42708743169399,1.6068333333333331,588.101,19211536.713114757,5.342434426229508,30.978756830601093,-3.735601092896175,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-1.1027669660175716,-0.7874732805859321,-0.26324136450245994,-1.677796294295194,-1.51868477417258,-1.2802491750620961,-1.3224287672261659,-1.3576435836993312,-0.9636566326130751,-1.0764510052419007,-0.6415039413428093,-0.6340844509784044,0.126740910251701,-0.12108012958532005,-0.6530088242838152,-0.481854425745245
wheat,IN,IN-01-0051,2005,0.592,420.0,710.0,4.347534246575342,286.6384657534246,0.3800454545454546,30.443777777777782,22.83787397260274,32.93911232876712,27.566254794520543,1.9998082191780824,729.93,19171893.37123288,5.207013698630137,30.445112328767124,-3.207205479452055,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.4301689864459322,0.31146331247055514,0.6488815800156176,-0.2615234102237342,0.4920091979150268,-0.7087199325628015,-0.699515619420087,-0.4543451332698612,-0.9338730031438187,-0.6802611508282296,0.28924035416712884,0.2866424175247785,-0.005818497865630921,-1.1461969116157282,-1.0707084085472425,0.5171713981153363
wheat,IN,IN-01-0051,2006,0.269,180.0,670.0,4.760167123287672,283.9741342465753,0.3888695652173913,32.11947222222222,22.875978082191786,33.243273972602736,27.76348767123288,1.5940767123287671,581.838,19146018.9260274,5.358147945205479,31.771312328767124,-3.764071232876712,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-1.031967178694241,-0.48776330066143564,0.5348662119508579,0.7046222633188902,-0.04080866684678371,-0.30057761954217616,0.14080003962999563,-0.33296313287308327,-0.17133341192640383,-0.11876696768673377,-0.6717174553806319,-0.6747426547127287,-0.09233746874408216,-0.0021308941722887127,-0.03265182453598828,-0.5356822856400166
wheat,IN,IN-01-0051,2007,0.345,200.0,580.0,5.015260273972602,292.17025205479456,0.3919767441860465,30.610611111111112,22.59805205479452,32.8785397260274,27.438049315068497,2.671597260273973,975.133,19023277.62739726,5.215032876712329,30.73807397260274,-2.5434356164383565,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.8903676040475803,-0.4211610829004364,0.2783316338051486,1.3019017284169225,1.598265892263118,-0.1568610164323429,-0.6158531934233246,-1.21830640769686,-1.0857297828141979,-1.04524406929056,1.880344112469667,1.8784536150766622,-0.5027598278490052,-1.0854928068905947,-0.8413985282529256,1.7721463021059298
wheat,IN,IN-01-0051,2008,0.547,410.0,750.0,4.954293150684932,288.6492794520548,0.4053571428571428,32.78297222222222,22.536166666666663,32.88500819672132,27.35644535519126,2.084426229508197,762.9,19327789.86748634,5.287956284153005,30.52145355191257,-3.2035300546448084,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.5140108398551392,0.2781622035900555,0.7628969480803773,1.1591522634154041,0.8941353817565156,0.46202365827230224,0.4735274301326117,-1.4154445192366596,-1.0695131917393124,-1.2775590339970253,0.4896545110231211,0.5006773811397653,0.5154682123340206,-0.5334723732725385,-1.0109538396152555,0.5241204419807155
wheat,IN,IN-01-0051,2009,0.455,250.0,550.0,4.636224657534247,285.2973506849315,0.3783478260869565,31.486083333333333,22.98248493150685,33.32636164383562,27.812219178082195,2.4248986301369864,885.088,19258719.0260274,5.381216438356164,31.88630684931507,-2.956317808219178,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.6854208512695182,-0.2546555384979383,0.19282010775657885,0.41442125459180723,0.22381056521581796,-0.7872404805772987,-0.1768274391542567,0.00631823507514369,0.0369691145136846,0.019964759435605807,1.2960489043508752,1.2938986166322735,0.2845091299931771,0.17249451128913218,0.0573578415626486,0.9915191331697153
wheat,IN,IN-01-0051,2010,1.446,810.0,560.0,5.053372602739726,293.106397260274,0.4285652173913043,34.397166666666664,23.32693424657534,32.9531095890411,27.717282191780825,2.4524273972602737,895.136,18491607.17808219,5.048153424657534,29.88514520547945,-2.5957260273972604,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,1.160963076031021,1.61020655881004,0.22132394977276876,1.3911385867118118,1.7854779145690063,1.5354686289085087,1.283002494584489,1.1035738158834894,-0.8987815794097698,-0.25030745106888436,1.3612496178960753,1.3591283198292219,-2.280559496824386,-2.348747922337221,-1.5090114994525443,1.673281986129257
