crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_rsm_z,avg_fpar_z
wheat,IN,IN-01-0051,2003,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-1.3423261817937906,-1.72552954702876
wheat,IN,IN-01-0051,2004,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-1.51868477417258,-1.3224287672261659
wheat,IN,IN-01-0051,2005,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,0.4920091979150268,-0.699515619420087
wheat,IN,IN-01-0051,2006,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.04080866684678371,0.14080003962999563
wheat,IN,IN-01-0051,2007,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,1.598265892263118,-0.6158531934233246
wheat,IN,IN-01-0051,2008,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,0.8941353817565156,0.4735274301326117
wheat,IN,IN-01-0051,2009,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,0.22381056521581796,-0.1768274391542567
wheat,IN,IN-01-0051,2010,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,1.7854779145690063,1.283002494584489
wheat,IN,IN-01-0051,2011,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,0.2975978300764541,0.16495432645623442
wheat,IN,IN-01-0051,2012,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-1.2075463920077323,-0.058577300245408755
wheat,IN,IN-01-0051,2013,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,0.6523343493438051,0.6744788382960053
wheat,IN,IN-01-0051,2014,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.39260189203485346,1.869168809260453
wheat,IN,IN-01-0051,2015,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.8746446465569183,0.83588352194977
wheat,IN,IN-01-0051,2016,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.32764933119093426,0.21823584151411174
wheat,IN,IN-01-0051,2017,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,-0.23936924653611713,0.8892625456626524
wheat,IN,IN-01-0052,2003,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-1.5109349332846096,-2.5921907649875213
wheat,IN,IN-01-0052,2004,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-1.384962452724775,-0.5306340879142503
wheat,IN,IN-01-0052,2005,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,0.426705484262761,0.06006910668491071
wheat,IN,IN-01-0052,2006,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-0.09123631120943244,-0.2387493553625778
wheat,IN,IN-01-0052,2007,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,1.0213286109867155,0.32584401410390584
wheat,IN,IN-01-0052,2008,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,1.1151089533772451,1.0214379239144842
wheat,IN,IN-01-0052,2009,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,0.4874517174393754,0.1908710245694919
wheat,IN,IN-01-0052,2010,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,1.5421411348685736,1.308248755454896
wheat,IN,IN-01-0052,2011,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,0.7093743559154185,0.8508573443651073
wheat,IN,IN-01-0052,2012,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-1.2642519935075751,0.17389783257453004
wheat,IN,IN-01-0052,2013,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-0.0018097944049410642,-0.16401314082305693
wheat,IN,IN-01-0052,2015,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-0.6895406625567949,0.9617247899492273
wheat,IN,IN-01-0052,2017,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-0.35937410916198087,-0.236438112197305
wheat,IN,IN-01-0053,2003,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.8640141313447909,-1.3382222881052164
wheat,IN,IN-01-0053,2005,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.23719306076712984,-0.23972421015043774
wheat,IN,IN-01-0053,2006,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.3933972858035144,0.6587126996441511
wheat,IN,IN-01-0053,2007,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,1.3137115894604803,0.07290915334222466
wheat,IN,IN-01-0053,2008,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.9953519025420705,1.1339539765862996
wheat,IN,IN-01-0053,2009,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.1241620062326043,-0.2547578027917327
wheat,IN,IN-01-0053,2010,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,1.4264758435031428,0.9795328347816947
wheat,IN,IN-01-0053,2011,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.1311865086932606,2.1036207019498065
wheat,IN,IN-01-0053,2013,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-0.22425098364362203,-0.13680946400383684
wheat,IN,IN-01-0053,2014,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.1379451834875693,-1.4431633010860805
wheat,IN,IN-01-0053,2016,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.0230662470202356,-0.5003772929996705
wheat,IN,IN-01-0053,2017,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-0.37220165150594625,-0.3070158780817986
wheat,IN,IN-02-0902,2003,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.9291316879567102,-0.6408202867710722
wheat,IN,IN-02-0902,2004,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.0781879755561625,-1.1988554056458507
wheat,IN,IN-02-0902,2005,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.2168004035170326,-0.946857391761741
wheat,IN,IN-02-0902,2006,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.007167078832864885,-0.2896551071597856
wheat,IN,IN-02-0902,2007,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.595853313739681,-2.0615247865611908
wheat,IN,IN-02-0902,2008,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.29157678665633,-0.1301953321047652
wheat,IN,IN-02-0902,2009,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.6529337612357584,0.25270175987110516
wheat,IN,IN-02-0902,2010,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.0755572437454697,-0.4836030846010958
wheat,IN,IN-02-0902,2011,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.35661310969633936,0.5537202436036114
wheat,IN,IN-02-0902,2012,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.8869545643221826,0.22662073600980046
wheat,IN,IN-02-0902,2013,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.2704868793802723,1.3712022748441064
wheat,IN,IN-02-0902,2014,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.505402963506228,1.2524743412209567
wheat,IN,IN-02-0902,2015,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.0937449861797446,1.1556682984872908
wheat,IN,IN-02-0902,2016,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.5470951403189658,0.9230433481607561
wheat,IN,IN-02-0902,2017,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.7299285978738159,1.2741294943664006
wheat,IN,IN-02-0903,2003,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.8406294469244397,-0.47279699205947673
wheat,IN,IN-02-0903,2004,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.393282072039631,-1.4996156835711334
wheat,IN,IN-02-0903,2005,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.31707276793717276,-0.6129116705482319
wheat,IN,IN-02-0903,2006,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.06856762756730085,-0.4086676128173673
wheat,IN,IN-02-0903,2007,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.5518386196281342,-2.194777829067068
wheat,IN,IN-02-0903,2008,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.183964173461843,-0.1454043458943902
wheat,IN,IN-02-0903,2009,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.5776561233014051,-0.07166491756143811
wheat,IN,IN-02-0903,2010,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9738501661856706,0.27355636328445765
wheat,IN,IN-02-0903,2011,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.3329284390779198,0.5011460864189036
wheat,IN,IN-02-0903,2012,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9977473910946355,0.31965367750937346
wheat,IN,IN-02-0903,2013,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.4779585326334467,1.366327169852238
wheat,IN,IN-02-0903,2014,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.6056636412614861,0.5884339751551226
wheat,IN,IN-02-0903,2015,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9592273930140147,1.4825103035686256
wheat,IN,IN-02-0903,2016,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.558083597880242,1.364024338444356
wheat,IN,IN-02-0903,2017,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.7351041679751165,0.7894801079980099
wheat,IN,IN-02-0904,2003,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.8856907425611742,-0.6779521350502503
wheat,IN,IN-02-0904,2004,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.6342146139270364,-1.2684937693211753
wheat,IN,IN-02-0904,2005,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.304463156596175,-0.7656770641515475
wheat,IN,IN-02-0904,2006,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.19263753867467695,-0.2559280449397312
wheat,IN,IN-02-0904,2007,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.4292001715904568,-1.287440796183676
wheat,IN,IN-02-0904,2008,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.046000617248919,-0.8808975759145632
wheat,IN,IN-02-0904,2009,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.43084643109061715,0.28458798603235885
wheat,IN,IN-02-0904,2010,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9220666942344796,-0.4658447454307414
wheat,IN,IN-02-0904,2011,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.41658637096603446,0.46506182463632234
wheat,IN,IN-02-0904,2012,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9088678116202015,-0.08598898694483001
wheat,IN,IN-02-0904,2013,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7123173276035326,0.7070599503647056
wheat,IN,IN-02-0904,2014,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7367147438518656,0.616219374502871
wheat,IN,IN-02-0904,2015,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.548812613546801,1.7503732137141728
wheat,IN,IN-02-0904,2016,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.4954330580565019,1.2870765404226985
wheat,IN,IN-02-0904,2017,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9352867122790437,1.937088082235324
wheat,IN,IN-02-0905,2003,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.7549843767092195,-0.8590586349650036
wheat,IN,IN-02-0905,2004,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.9215361416804626,-1.0298367463500413
wheat,IN,IN-02-0905,2005,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.30278716130883077,-0.9891061749849459
wheat,IN,IN-02-0905,2006,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.42259184416939594,-0.17207567811334976
wheat,IN,IN-02-0905,2007,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.1459744618050325,-0.6695265842379201
wheat,IN,IN-02-0905,2008,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.0947256742837685,-0.5291713477803083
wheat,IN,IN-02-0905,2009,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.3718007496724019,0.04345932042906121
wheat,IN,IN-02-0905,2010,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-1.0303557275943003,-0.4573290816781141
wheat,IN,IN-02-0905,2011,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.4118638355253646,0.028813699237585377
wheat,IN,IN-02-0905,2012,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.9169832832194298,-0.18384301652867216
wheat,IN,IN-02-0905,2013,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.8026829174724919,0.404056490795213
wheat,IN,IN-02-0905,2014,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.8469131812796327,0.7860070752613659
wheat,IN,IN-02-0905,2015,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.20309053245655118,1.6886152332495574
wheat,IN,IN-02-0905,2016,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.38771514691255954,1.3282722701941208
wheat,IN,IN-02-0905,2017,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.826010597485186,2.2240496317363427
wheat,IN,IN-02-0906,2003,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,2.2760694838703306,-0.7724346195207934
wheat,IN,IN-02-0906,2004,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.999851928720202,-0.5963673371346292
wheat,IN,IN-02-0906,2005,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.06557154117652912,-1.4541659002753715
wheat,IN,IN-02-0906,2006,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.0568788968358648,0.15721299792467897
wheat,IN,IN-02-0906,2007,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.4003496962559199,-0.7803491452961859
wheat,IN,IN-02-0906,2008,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.176916705999359,-0.7316408040495861
wheat,IN,IN-02-0906,2009,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.715206084786211,0.0341050227777583
wheat,IN,IN-02-0906,2010,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.0860225471901355,-0.7718008391364358
wheat,IN,IN-02-0906,2011,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.37017221958271646,0.8742813996217333
wheat,IN,IN-02-0906,2012,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.6334317952299258,0.0578176839876262
wheat,IN,IN-02-0906,2013,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.25817940686200713,1.0748497041836722
wheat,IN,IN-02-0906,2014,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.5044201262821938,1.7265150618266503
wheat,IN,IN-02-0906,2015,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.0289222677677456,0.718479631476853
wheat,IN,IN-02-0906,2016,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.4648740384764351,0.22204409382701332
wheat,IN,IN-02-0906,2017,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.8006519730090966,1.6191743059978951
wheat,IN,IN-02-0907,2003,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,2.017142324563175,-0.23175027841114093
wheat,IN,IN-02-0907,2004,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.0973249453170244,-0.7767137415192158
wheat,IN,IN-02-0907,2005,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.15950972022135523,-1.2739024946019843
wheat,IN,IN-02-0907,2006,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.007529319160863388,-0.6092036644929993
wheat,IN,IN-02-0907,2007,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.6690004237162988,-0.7793844805171605
wheat,IN,IN-02-0907,2008,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.060704521962854,-0.755779129001186
wheat,IN,IN-02-0907,2009,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.7598655956714724,-0.20532489192839634
wheat,IN,IN-02-0907,2010,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.1484571341170118,-0.21834681809848566
wheat,IN,IN-02-0907,2011,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.4286171883399221,-0.47812180386107206
wheat,IN,IN-02-0907,2012,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.6469047265676879,0.2377026013513852
wheat,IN,IN-02-0907,2013,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.28545177580834336,1.1610815801182122
wheat,IN,IN-02-0907,2014,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.3375664032922619,1.2725061381876457
wheat,IN,IN-02-0907,2015,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.8184049741085502,1.364704693160088
wheat,IN,IN-02-0907,2016,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.5018690685869578,-0.5600687023072505
wheat,IN,IN-02-0907,2017,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.0840743884493713,2.5143334184668844
wheat,IN,IN-02-0908,2003,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.8763470913242637,-1.3240558706330714
wheat,IN,IN-02-0908,2004,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.4526386230037107,-0.19147258291160751
wheat,IN,IN-02-0908,2005,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.3515559137809362,-1.286744510197237
