crop_name,country_code,adm_id,harvest_year,x,y,pair
wheat,IN,IN-01-0047,2017,-0.11340804192688285,1.3458493933181392,ssm_ndvi
wheat,IN,IN-01-0049,2010,0.5033486966287761,1.4300660038831687,ssm_ndvi
wheat,IN,IN-01-0051,2003,-1.0532017334695523,-0.8572731566508972,ssm_ndvi
wheat,IN,IN-01-0051,2004,-1.1019214427787394,-0.8874304082452593,ssm_ndvi
wheat,IN,IN-01-0051,2005,-1.1044309531007337,-0.6682103870400778,ssm_ndvi
wheat,IN,IN-01-0051,2006,0.49417996911475587,-0.3248816765811653,ssm_ndvi
wheat,IN,IN-01-0051,2007,-0.007142716451495572,-0.7146061587237206,ssm_ndvi
wheat,IN,IN-01-0051,2008,0.7993680952379788,-0.23151018606784904,ssm_ndvi
wheat,IN,IN-01-0051,2009,0.31458927665802616,-0.36605792395039116,ssm_ndvi
wheat,IN,IN-01-0051,2010,0.49285618078877064,-0.15901679281216663,ssm_ndvi
wheat,IN,IN-01-0051,2011,0.7982524133737152,-0.0987022896234314,ssm_ndvi
wheat,IN,IN-01-0051,2012,-0.36213187501309463,-0.637473188299674,ssm_ndvi
wheat,IN,IN-01-0051,2013,-0.7359375872213276,-0.3764969725792133,ssm_ndvi
wheat,IN,IN-01-0051,2014,0.23634762450460742,-0.028528684951936577,ssm_ndvi
wheat,IN,IN-01-0051,2015,-0.28170450829050064,-0.11900043973502351,ssm_ndvi
wheat,IN,IN-01-0051,2016,-0.5728338867770263,-0.4252125328470332,ssm_ndvi
wheat,IN,IN-01-0051,2017,-0.6691815842970916,-0.33300093662579977,ssm_ndvi
wheat,IN,IN-01-0052,2003,-1.2527581623857602,-1.2875939390166373,ssm_ndvi
wheat,IN,IN-01-0052,2004,-1.4185348114127838,-1.4488192456172713,ssm_ndvi
wheat,IN,IN-01-0052,2005,-1.2078770266467926,-1.534651423232005,ssm_ndvi
wheat,IN,IN-01-0052,2006,0.5406810385260685,-0.8909100911215407,ssm_ndvi
wheat,IN,IN-01-0052,2007,-0.16843655757340945,-1.270195524635263,ssm_ndvi
wheat,IN,IN-01-0052,2008,0.829128308074934,-0.9019290868964045,ssm_ndvi
wheat,IN,IN-01-0052,2009,0.29191571469627775,-1.1298483152922627,ssm_ndvi
wheat,IN,IN-01-0052,2010,0.5540052525001556,-0.9465850171419014,ssm_ndvi
wheat,IN,IN-01-0052,2011,0.7781507439296939,-0.69836763863444,ssm_ndvi
wheat,IN,IN-01-0052,2012,-0.15981535187237106,-1.2220599115134962,ssm_ndvi
wheat,IN,IN-01-0052,2013,-1.0143996784141551,-1.0271976704422183,ssm_ndvi
wheat,IN,IN-01-0052,2015,-0.5210626124972314,-1.150146465403855,ssm_ndvi
wheat,IN,IN-01-0052,2017,-0.9826654832601556,-1.379225588091818,ssm_ndvi
wheat,IN,IN-01-0053,2003,-0.6084518857751745,-0.8489509151051421,ssm_ndvi
wheat,IN,IN-01-0053,2005,-0.13544493239640606,-0.846747115950169,ssm_ndvi
wheat,IN,IN-01-0053,2006,1.1748504205848957,-0.04070757501889416,ssm_ndvi
wheat,IN,IN-01-0053,2007,0.6197381372556944,-0.7161720160180445,ssm_ndvi
wheat,IN,IN-01-0053,2008,1.2212190085961578,-0.15365228171123674,ssm_ndvi
wheat,IN,IN-01-0053,2009,0.726534217478297,-0.442349971012679,ssm_ndvi
wheat,IN,IN-01-0053,2010,0.8685610467027198,-0.35419800481376923,ssm_ndvi
wheat,IN,IN-01-0053,2011,1.2014263392259843,0.25570341132495245,ssm_ndvi
wheat,IN,IN-01-0053,2013,0.05537981041473183,-0.4968940000982548,ssm_ndvi
wheat,IN,IN-01-0053,2014,0.45264191226103573,-0.3448318584051238,ssm_ndvi
wheat,IN,IN-01-0053,2016,0.5802511064757825,-0.13271618973900703,ssm_ndvi
wheat,IN,IN-01-0053,2017,-0.34333066874044704,-0.9343481323603362,ssm_ndvi
wheat,IN,IN-01-0503,2017,-0.6148289229124798,0.3304585984502039,ssm_ndvi
wheat,IN,IN-02-0902,2003,-0.1108178872430532,0.5251965651330402,ssm_ndvi
wheat,IN,IN-02-0902,2004,0.9572098536335523,0.27984502934078964,ssm_ndvi
wheat,IN,IN-02-0902,2005,0.25581320924637807,0.5246516697375861,ssm_ndvi
wheat,IN,IN-02-0902,2006,0.06187217395911228,-0.021817867976267367,ssm_ndvi
wheat,IN,IN-02-0902,2007,0.11807891349428389,0.6845426923448691,ssm_ndvi
