crop_name,country_code,adm_id,harvest_year,x,y,pair
wheat,IN,IN-01-0047,2017,-0.11340804192688285,-1.1517954629403442,ssm_yield
wheat,IN,IN-01-0049,2010,0.5033486966287761,-0.7105072597802884,ssm_yield
wheat,IN,IN-01-0051,2003,-1.0532017334695523,-1.7660686417391418,ssm_yield
wheat,IN,IN-01-0051,2004,-1.1019214427787394,-1.83049671940051,ssm_yield
wheat,IN,IN-01-0051,2005,-1.1044309531007337,-1.5118866367189494,ssm_yield
wheat,IN,IN-01-0051,2006,0.49417996911475587,-1.7969588159603453,ssm_yield
wheat,IN,IN-01-0051,2007,-0.007142716451495572,-1.729883009080017,ssm_yield
wheat,IN,IN-01-0051,2008,0.7993680952379788,-1.5516025750033544,ssm_yield
wheat,IN,IN-01-0051,2009,0.31458927665802616,-1.6327996043848048,ssm_yield
wheat,IN,IN-01-0051,2010,0.49285618078877064,-0.7581663857215745,ssm_yield
wheat,IN,IN-01-0051,2011,0.7982524133737152,-1.071481009965214,ssm_yield
wheat,IN,IN-01-0051,2012,-0.36213187501309463,-0.8384808386967045,ssm_yield
wheat,IN,IN-01-0051,2013,-0.7359375872213276,-1.380382752177253,ssm_yield
wheat,IN,IN-01-0051,2014,0.23634762450460742,-0.9752801816763218,ssm_yield
wheat,IN,IN-01-0051,2015,-0.28170450829050064,-1.404212315147896,ssm_yield
wheat,IN,IN-01-0051,2016,-0.5728338867770263,0.007027358557962318,ssm_yield
wheat,IN,IN-01-0051,2017,-0.6691815842970916,-1.4271593017122188,ssm_yield
wheat,IN,IN-01-0052,2003,-1.2527581623857602,-1.7757769822086626,ssm_yield
wheat,IN,IN-01-0052,2004,-1.4185348114127838,-1.83049671940051,ssm_yield
wheat,IN,IN-01-0052,2005,-1.2078770266467926,-1.5048260254683885,ssm_yield
wheat,IN,IN-01-0052,2006,0.5406810385260685,-1.8022542743982664,ssm_yield
wheat,IN,IN-01-0052,2007,-0.16843655757340945,-1.7192920922041757,ssm_yield
wheat,IN,IN-01-0052,2008,0.829128308074934,-0.8208293105703023,ssm_yield
wheat,IN,IN-01-0052,2009,0.29191571469627775,-1.5436593873464735,ssm_yield
wheat,IN,IN-01-0052,2010,0.5540052525001556,-0.8799619297937498,ssm_yield
wheat,IN,IN-01-0052,2011,0.7781507439296939,-0.9311513613603163,ssm_yield
wheat,IN,IN-01-0052,2012,-0.15981535187237106,-1.015878696367047,ssm_yield
wheat,IN,IN-01-0052,2013,-1.0143996784141551,-1.4456934062449411,ssm_yield
wheat,IN,IN-01-0052,2015,-0.5210626124972314,-1.5930836661003998,ssm_yield
wheat,IN,IN-01-0052,2017,-0.9826654832601556,-1.372439564520372,ssm_yield
wheat,IN,IN-01-0053,2003,-0.6084518857751745,-1.8137277676804275,ssm_yield
wheat,IN,IN-01-0053,2005,-0.13544493239640606,-1.482761615310386,ssm_yield
wheat,IN,IN-01-0053,2006,1.1748504205848957,-1.7404739259558584,ssm_yield
wheat,IN,IN-01-0053,2007,0.6197381372556944,-1.7404739259558584,ssm_yield
wheat,IN,IN-01-0053,2008,1.2212190085961578,-1.4456934062449411,ssm_yield
wheat,IN,IN-01-0053,2009,0.726534217478297,-0.857897519635747,ssm_yield
wheat,IN,IN-01-0053,2010,0.8685610467027198,-0.7105072597802884,ssm_yield
wheat,IN,IN-01-0053,2011,1.2014263392259843,-1.1517954629403442,ssm_yield
wheat,IN,IN-01-0053,2013,0.05537981041473183,-1.1517954629403442,ssm_yield
wheat,IN,IN-01-0053,2014,0.45264191226103573,-1.380382752177253,ssm_yield
wheat,IN,IN-01-0053,2016,0.5802511064757825,-0.2692190566202327,ssm_yield
wheat,IN,IN-01-0053,2017,-0.34333066874044704,-1.404212315147896,ssm_yield
wheat,IN,IN-01-0503,2017,-0.6148289229124798,-1.1517954629403442,ssm_yield
wheat,IN,IN-02-0902,2003,-0.1108178872430532,-0.7758179138479767,ssm_yield
wheat,IN,IN-02-0902,2004,0.9572098536335523,-0.6646132866516425,ssm_yield
wheat,IN,IN-02-0902,2005,0.25581320924637807,-0.8870225410443107,ssm_yield
wheat,IN,IN-02-0902,2006,0.06187217395911228,-0.3415903219384819,ssm_yield
wheat,IN,IN-02-0902,2007,0.11807891349428389,0.23561464779487107,ssm_yield
wheat,IN,IN-02-0902,2008,0.34663910762403505,-0.3292342522500003,ssm_yield
wheat,IN,IN-02-0902,2009,0.08326464999558147,-0.5242836380467448,ssm_yield
wheat,IN,IN-02-0902,2010,-0.3582173850089899,0.13764866669333853,ssm_yield
wheat,IN,IN-02-0902,2011,-0.4778747777580969,1.537414847117035,ssm_yield
wheat,IN,IN-02-0902,2012,-0.1600471676901175,0.6424823711084423,ssm_yield
wheat,IN,IN-02-0902,2013,-0.4999093129502822,1.1102478664581015,ssm_yield
wheat,IN,IN-02-0902,2014,0.04297625641451745,-0.7378671283762118,ssm_yield
wheat,IN,IN-02-0902,2015,-0.1348550040639879,-0.6646132866516425,ssm_yield
wheat,IN,IN-02-0902,2016,-0.6167798737507552,0.42978145718529537,ssm_yield
wheat,IN,IN-02-0902,2017,-0.3371604407363307,0.44566783249905756,ssm_yield
wheat,IN,IN-02-0903,2003,-0.08708555987449636,-0.8649581308863079,ssm_yield
wheat,IN,IN-02-0903,2004,0.9076348345093345,-0.5128101447645834,ssm_yield
wheat,IN,IN-02-0903,2005,0.2750233111911961,-1.0450037177756106,ssm_yield
wheat,IN,IN-02-0903,2006,0.05365193291762016,-0.3724804961596857,ssm_yield
wheat,IN,IN-02-0903,2007,0.08117794338090079,0.3097510659257605,ssm_yield
wheat,IN,IN-02-0903,2008,0.3012863209690377,-0.1544841237986183,ssm_yield
wheat,IN,IN-02-0903,2009,0.002407057847779146,-0.16507504067445966,ssm_yield
wheat,IN,IN-02-0903,2010,-0.3745716006234234,0.02644403949700459,ssm_yield
wheat,IN,IN-02-0903,2011,-0.4986558646083491,1.2426343274061182,ssm_yield
wheat,IN,IN-02-0903,2012,-0.20262127808126396,0.0917546935646927,ssm_yield
wheat,IN,IN-02-0903,2013,-0.5780815095928148,0.28680407936143737,ssm_yield
wheat,IN,IN-02-0903,2014,-0.10091391574591865,-0.7096246833739683,ssm_yield
wheat,IN,IN-02-0903,2015,-0.15677782934849868,0.5374557787563492,ssm_yield
wheat,IN,IN-02-0903,2016,-0.6205181065325907,0.17648202857142348,ssm_yield
wheat,IN,IN-02-0903,2017,-0.39109014608401904,0.6168876553251591,ssm_yield
wheat,IN,IN-02-0904,2003,-0.16105014623224148,-0.4342608446020936,ssm_yield
wheat,IN,IN-02-0904,2004,0.6565910256151081,-0.5993026325839544,ssm_yield
wheat,IN,IN-02-0904,2005,0.14897098182849958,-0.9814582165205625,ssm_yield
wheat,IN,IN-02-0904,2006,-0.1279341588842895,-0.3362948635005612,ssm_yield
